X,Y,Z,focal length,aim x,aim y,aim z
m,m,m,m,m,m,m
-186.34,595.06,5.2,633.1469333417,0,0,115
-210.32,623.16,5.2,666.7975164921,0,0,115
-239.44,647.58,5.2,699.1047203388,0,0,115
-231.45,687.83,5.2,733.9858659402,0,0,115
-200.05,661,5.2,699.2832348198,0,0,115
-172.64,633.85,5.2,666.052874853,0,0,115
-149.81,605.49,5.2,633.338153122,0,0,115
-124.12,577.48,5.2,600.7869545854,0,0,115
-111.56,613.86,5.2,633.5027807358,0,0,115
-75.59,619.21,5.2,633.3963310598,0,0,115
-96.71,650.15,5.2,666.4111993357,0,0,115
-81.87,683.79,5.2,697.3718527443,0,0,115
-58.47,655.58,5.2,667.2779910202,0,0,115
-19.64,656.95,5.2,666.3520631768,0,0,115
-39.05,689.38,5.2,699.1607303761,0,0,115
0.34,689.19,5.2,697.8818035312,0,0,115
19.75,656.97,5.2,666.3750320953,0,0,115
41.44,687.65,5.2,697.5928870767,0,0,115
58,655.64,5.2,667.2959235602,0,0,115
81.97,683.71,5.2,697.3051591663,0,0,115
97.39,650.17,5.2,666.5297300196,0,0,115
121.94,677.22,5.2,696.8158522881,0,0,115
136.78,643.31,5.2,666.7927447866,0,0,115
161.33,670.38,5.2,698.2068126995,0,0,115
173.32,633.84,5.2,666.2199396596,0,0,115
149.34,604.41,5.2,632.194529951,0,0,115
112.8,612.52,5.2,632.4244068661,0,0,115
89.97,584.25,5.2,601.2476223654,0,0,115
55.14,588.21,5.2,600.9055364198,0,0,115
74.55,619.16,5.2,633.2241689165,0,0,115
38.02,623.21,5.2,633.9497334174,0,0,115
0.34,623.26,5.2,632.8579486741,0,0,115
-16.22,589.41,5.2,599.7693527515,0,0,115
18.61,589.5,5.2,599.9271806645,0,0,115
-37.91,621.89,5.2,632.6455407256,0,0,115
-134.39,643.31,5.2,666.3065872404,0,0,115
-122.41,678.58,5.2,698.2199255965,0,0,115
-161.8,671.67,5.2,699.5540500204,0,0,115
-149.81,710.76,5.2,734.6283779572,0,0,115
-190.91,701.28,5.2,735.0485062225,0,0,115
-134.39,752.55,5.2,772.3005986013,0,0,115
-90.44,757.73,5.2,770.9670463126,0,0,115
-64.74,724.27,5.2,735.400802624,0,0,115
-105.85,717.45,5.2,733.4812642461,0,0,115
-45.33,761.99,5.2,771.1936261407,0,0,115
-20.79,725.6,5.2,734.1550409144,0,0,115
21.46,725.55,5.2,734.1249036097,0,0,115
0.34,763.14,5.2,770.9985831375,0,0,115
47.72,761.93,5.2,771.2785251127,0,0,115
65.42,724.31,5.2,735.5003687966,0,0,115
91.68,757.75,5.2,771.1331434324,0,0,115
108.24,717.35,5.2,733.7322127997,0,0,115
149.34,710.61,5.2,734.3875323697,0,0,115
135.64,751.24,5.2,771.2430143606,0,0,115
191.59,699.87,5.2,733.8806340271,0,0,115
201.86,660.95,5.2,699.75595896,0,0,115
211.57,623.07,5.2,667.1087840825,0,0,115
187.02,595.09,5.2,633.3755824943,0,0,115
221.84,582.9,5.2,633.2783239619,0,0,115
247.53,609.69,5.2,667.1199569793,0,0,115
277.79,631.32,5.2,698.4184036092,0,0,115
282.93,593.67,5.2,666.7454490283,0,0,115
256.67,568.11,5.2,632.9964462775,0,0,115
290.35,550.53,5.2,632.014591129,0,0,115
321.75,534.44,5.2,633.4076223886,0,0,115
352.58,556.03,5.2,667.4863723703,0,0,115
318.89,576.19,5.2,667.6389654596,0,0,115
314.33,613.72,5.2,698.2203286213,0,0,115
240.11,647.53,5.2,699.2881759332,0,0,115
233.83,686.54,5.2,733.5323309166,0,0,115
-313.65,615.15,5.2,699.172285635,0,0,115
-381.59,450.89,5.2,600.8067577849,0,0,115
-374.17,417.37,5.2,571.1890630956,0,0,115
-333.64,269.15,5.2,442.5080926944,0,0,115
-325.64,242.25,5.2,420.4551249539,0,0,115
-316.51,216.82,5.2,399.0558012359,0,0,115
-290.82,215.35,5.2,378.1638995198,0,0,115
-266.84,215.38,5.2,360.0668965623,0,0,115
-245.72,237.09,5.2,358.6725895577,0,0,115
