"X","Y","Z","focal length","aim x","aim y","aim z"
"m","m","m","m","m","m","m"
369.13,383.61,5.2,532.391424611629,0,0,107.7
362.85,355.34,5.2,507.89140384535,0,0,107.7
350.86,324.33,5.2,477.828136990697,0,0,107.7
341.73,297.43,5.2,453.068469218506,0,0,107.7
334.31,270.42,5.2,430.019990814381,0,0,107.7
325.17,242.3,5.2,405.551302426709,0,0,107.7
316.04,215.4,5.2,382.498995554237,0,0,107.7
274.94,265.14,5.2,381.992491025674,0,0,107.7
249.25,261.08,5.2,360.992200608268,0,0,107.7
250.96,288.04,5.2,382.066752282896,0,0,107.7
224.7,281.24,5.2,360.018148986964,0,0,107.7
224.7,306.95,5.2,380.441102537568,0,0,107.7
253.81,316.32,5.2,405.592034561824,0,0,107.7
277.79,293.5,5.2,404.149197821795,0,0,107.7
285.78,382.24,5.2,477.288870601442,0,0,107.7
156.76,450.95,5.2,477.448049634722,0,0,107.7
129.36,459.06,5.2,476.966595476035,0,0,107.7
109.95,440.12,5.2,453.675717776475,0,0,107.7
135.64,430.78,5.2,451.659891954112,0,0,107.7
100.24,465.69,5.2,476.384585917723,0,0,107.7
33.45,402.45,5.2,403.871198527451,0,0,107.7
15.75,380.97,5.2,381.330884403558,0,0,107.7
29.45,358.07,5.2,359.316667300586,0,0,107.7
43.15,337.86,5.2,340.644010808938,0,0,107.7
59.71,355.37,5.2,360.388902437353,0,0,107.7
69.99,333.91,5.2,341.205990861825,0,0,107.7
48.86,378.34,5.2,381.517358975971,0,0,107.7
-41.91,473.75,5.2,475.628584717109,0,0,107.7
-128.68,460.39,5.2,478.063316413213,0,0,107.7
-156.09,449.63,5.2,475.98137043376,0,0,107.7
-183.49,438.83,5.2,475.67571832079,0,0,107.7
-186.34,411.98,5.2,452.19150367958,0,0,107.7
-210.32,426.83,5.2,475.862786210479,0,0,107.7
-212.04,399.82,5.2,452.596988500807,0,0,107.7
-236.01,414.52,5.2,477.026823669278,0,0,107.7
-227.45,543.77,5.2,589.445803615566,0,0,107.7
-257.71,569.32,5.2,624.953395462414,0,0,107.7
-281.68,593.55,5.2,657.017705164785,0,0,107.7
-277.12,631.37,5.2,689.529267906736,0,0,107.7
-246.86,609.64,5.2,657.744501459343,0,0,107.7
-221.17,582.93,5.2,623.498671851031,0,0,107.7
-186.34,595.06,5.2,623.575207332684,0,0,107.7
-210.32,623.16,5.2,657.715689336966,0,0,107.7
-239.44,647.58,5.2,690.447977765161,0,0,107.7
-231.45,687.83,5.2,725.74530752875,0,0,107.7
-200.05,661,5.2,690.628729854182,0,0,107.7
-172.64,633.85,5.2,656.960753850639,0,0,107.7
-149.81,605.49,5.2,623.769361382875,0,0,107.7
-124.12,577.48,5.2,590.691090841905,0,0,107.7
-111.56,613.86,5.2,623.93651375761,0,0,107.7
-75.59,619.21,5.2,623.828431702179,0,0,107.7
-96.71,650.15,5.2,657.324034704346,0,0,107.7
-81.87,683.79,5.2,688.693328702987,0,0,107.7
-58.47,655.58,5.2,658.202793445911,0,0,107.7
-19.64,656.95,5.2,657.264080944638,0,0,107.7
-39.05,689.38,5.2,690.504689991314,0,0,107.7
0.34,689.19,5.2,689.209700816812,0,0,107.7
19.75,656.97,5.2,657.287367442886,0,0,107.7
41.44,687.65,5.2,688.917147485821,0,0,107.7
58,655.64,5.2,658.220973230115,0,0,107.7
81.97,683.71,5.2,688.625794608364,0,0,107.7
97.39,650.17,5.2,657.444203716178,0,0,107.7
121.94,677.22,5.2,688.130316146586,0,0,107.7
136.78,643.31,5.2,657.710851742618,0,0,107.7
161.33,670.38,5.2,689.538797530639,0,0,107.7
173.32,633.84,5.2,657.130130187317,0,0,107.7
149.34,604.41,5.2,622.608162249741,0,0,107.7
112.8,612.52,5.2,622.841577289121,0,0,107.7
89.97,584.25,5.2,591.159625989461,0,0,107.7
55.14,588.21,5.2,590.811699020932,0,0,107.7
74.55,619.16,5.2,623.653628306611,0,0,107.7
38.02,623.21,5.2,624.390314226606,0,0,107.7
0.34,623.26,5.2,623.281784749081,0,0,107.7
-16.22,589.41,5.2,589.656066279319,0,0,107.7
18.61,589.5,5.2,589.816600393716,0,0,107.7
-37.91,621.89,5.2,623.066112222451,0,0,107.7
-134.39,643.31,5.2,657.217976169246,0,0,107.7
-122.41,678.58,5.2,689.552075263355,0,0,107.7
-161.8,671.67,5.2,690.902937394248,0,0,107.7
-149.81,710.76,5.2,726.39510853254,0,0,107.7
-190.91,701.28,5.2,726.819995941223,0,0,107.7
-134.39,752.55,5.2,764.473161464809,0,0,107.7
-90.44,757.73,5.2,763.125930957663,0,0,107.7
-64.74,724.27,5.2,727.176278834782,0,0,107.7
-105.85,717.45,5.2,725.234972267609,0,0,107.7
-45.33,761.99,5.2,763.354838197807,0,0,107.7
-20.79,725.6,5.2,725.916402969378,0,0,107.7
21.46,725.55,5.2,725.885923613346,0,0,107.7
0.34,763.14,5.2,763.157791809793,0,0,107.7
47.72,761.93,5.2,763.440608888471,0,0,107.7
65.42,724.31,5.2,727.276970967733,0,0,107.7
91.68,757.75,5.2,763.293734351331,0,0,107.7
108.24,717.35,5.2,725.488773241874,0,0,107.7
149.34,710.61,5.2,726.151532188702,0,0,107.7
135.64,751.24,5.2,763.404733545712,0,0,107.7
191.59,699.87,5.2,725.638880573526,0,0,107.7
201.86,660.95,5.2,691.107373785,0,0,107.7
211.57,623.07,5.2,658.03125290521,0,0,107.7
187.02,595.09,5.2,623.807364897209,0,0,107.7
221.84,582.9,5.2,623.708614338459,0,0,107.7
247.53,609.69,5.2,658.042579929293,0,0,107.7
277.79,631.32,5.2,689.753047474239,0,0,107.7
282.93,593.67,5.2,657.662902861337,0,0,107.7
256.67,568.11,5.2,623.422409767246,0,0,107.7
290.35,550.53,5.2,622.425452082416,0,0,107.7
321.75,534.44,5.2,623.839896207352,0,0,107.7
352.58,556.03,5.2,658.414047009934,0,0,107.7
318.89,576.19,5.2,658.568742197806,0,0,107.7
314.33,613.72,5.2,689.55248335424,0,0,107.7
240.11,647.53,5.2,690.633732885963,0,0,107.7
233.83,686.54,5.2,725.286619551195,0,0,107.7
-313.65,615.15,5.2,690.516390102364,0,0,107.7
-381.59,450.89,5.2,590.711232498587,0,0,107.7
-374.17,417.37,5.2,560.560385507217,0,0,107.7
-333.64,269.15,5.2,428.700842196514,0,0,107.7
-325.64,242.25,5.2,405.898401204045,0,0,107.7
-316.51,216.82,5.2,383.688066663533,0,0,107.7
-290.82,215.35,5.2,361.910119919297,0,0,107.7
-266.84,215.38,5.2,342.956513278287,0,0,107.7
-245.72,237.09,5.2,341.492352037348,0,0,107.7
