"X","Y","Z","focal length","aim x","aim y","aim z"
"m","m","m","m","m","m","m"
-73.88,98.13,5.2,122.942227489175,0,0,107.7
-104.14,106.37,5.2,148.952195351395,0,0,107.7
-122.41,102.21,5.2,159.55604720599,0,0,107.7
-178.35,103.56,5.2,206.301808280975,0,0,107.7
-178.35,84.68,5.2,197.500544049884,0,0,107.7
-198.33,90.16,5.2,217.923506074953,0,0,107.7
-195.48,71.25,5.2,208.125041501497,0,0,107.7
-216.6,83.34,5.2,232.138225202141,0,0,107.7
-113.27,46.99,5.2,122.740347889355,0,0,107.7
0.34,84.68,5.2,84.8401909474513,0,0,107.7
29.45,106.31,5.2,110.436219602085,0,0,107.7
47.72,114.37,5.2,124.035217982636,0,0,107.7
55.14,95.41,5.2,110.320114666365,0,0,107.7
74.55,96.79,5.2,122.282650445597,0,0,107.7
16.89,123.69,5.2,124.946101179669,0,0,107.7
58,252.94,5.2,259.556705943037,0,0,107.7
15.75,271.79,5.2,272.295623541768,0,0,107.7
-45.33,267.86,5.2,271.718288858148,0,0,107.7
-58.47,252.99,5.2,259.71084112913,0,0,107.7
-76.73,261.2,5.2,272.286563935865,0,0,107.7
-85.87,244.99,5.2,259.655150151119,0,0,107.7
-105.85,251.65,5.2,273.054912059827,0,0,107.7
-96.71,269.04,5.2,285.941227702477,0,0,107.7
-126.97,317.64,5.2,342.11634059191,0,0,107.7
-119.55,338.01,5.2,358.566594372649,0,0,107.7
-99.57,327.02,5.2,341.882004937376,0,0,107.7
-90.44,348.65,5.2,360.226673221182,0,0,107.7
-71.02,333.91,5.2,341.418758272008,0,0,107.7
-60.18,356.71,5.2,361.788192869806,0,0,107.7
-43.62,337.96,5.2,340.803031089807,0,0,107.7
-31.63,358.14,5.2,359.571629164482,0,0,107.7
-14.51,340.5,5.2,340.848690917246,0,0,107.7
0.34,359.34,5.2,359.377783397917,0,0,107.7
-14.51,380.89,5.2,381.2017473727,0,0,107.7
0.34,403.88,5.2,403.913617002448,0,0,107.7
11.18,424.04,5.2,424.219228701387,0,0,107.7
-11.65,424.04,5.2,424.231875393634,0,0,107.7
-32.77,402.45,5.2,403.815447203299,0,0,107.7
-48.19,379.66,5.2,382.741468487542,0,0,107.7
-68.17,398.53,5.2,404.35176492752,0,0,107.7
-87.58,418.61,5.2,427.705071866117,0,0,107.7
-81.87,444.27,5.2,451.780444242555,0,0,107.7
-55.61,449.61,5.2,453.065849739307,0,0,107.7
-71.02,469.74,5.2,475.10688060688,0,0,107.7
-99.57,464.42,5.2,475.002275047183,0,0,107.7
-108.7,438.73,5.2,452.025157375118,0,0,107.7
-136.11,430.73,5.2,451.753588806996,0,0,107.7
-160.08,422.62,5.2,451.951668654957,0,0,107.7
-160.08,395.72,5.2,426.903929239355,0,0,107.7
-165.22,370.11,5.2,405.346889096241,0,0,107.7
-142.39,353.95,5.2,381.552820196628,0,0,107.7
-146.95,328.38,5.2,359.79823081833,0,0,107.7
-154.37,304.27,5.2,341.229204201516,0,0,107.7
-175.5,313.64,5.2,359.440314377784,0,0,107.7
-178.35,290.79,5.2,341.166508614196,0,0,107.7
-201.19,297.27,5.2,358.990123819584,0,0,107.7
-202.9,274.67,5.2,341.524609508597,0,0,107.7
-225.74,282.65,5.2,361.768724601782,0,0,107.7
-227.45,308.27,5.2,383.133051824037,0,0,107.7
-253.14,314.85,5.2,404.026511630116,0,0,107.7
-253.14,288.08,5.2,383.532248970018,0,0,107.7
-279.97,293.49,5.2,405.643465373227,0,0,107.7
-303.38,337.85,5.2,454.102507039985,0,0,107.7
-329.07,344.44,5.2,476.395863227212,0,0,107.7
-307.94,364.81,5.2,477.431062772418,0,0,107.7
-281.68,354.05,5.2,452.462224832085,0,0,107.7
-260.56,371.45,5.2,453.755061789949,0,0,107.7
-285.11,382.25,5.2,476.896020742467,0,0,107.7
-260.56,398.56,5.2,476.202296508532,0,0,107.7
-237.73,386.35,5.2,453.661675039891,0,0,107.7
-227.45,363.44,5.2,428.776370734209,0,0,107.7
-225.74,336.54,5.2,405.271216841266,0,0,107.7
-201.19,325.55,5.2,382.736539410598,0,0,107.7
-195.48,352.65,5.2,403.238754213927,0,0,107.7
-172.64,340.54,5.2,381.836484898968,0,0,107.7
-134.39,380.98,5.2,404.021623802489,0,0,107.7
-110.42,364.86,5.2,381.238030631783,0,0,107.7
-99.57,390.3,5.2,402.834103447064,0,0,107.7
-80.16,372.77,5.2,381.326813245541,0,0,107.7
-27.07,452.28,5.2,453.119215328593,0,0,107.7
-14.51,475.13,5.2,475.379950145145,0,0,107.7
0.34,452.2,5.2,452.230025097848,0,0,107.7
27.74,452.24,5.2,453.119813294453,0,0,107.7
15.75,476.48,5.2,476.768594708167,0,0,107.7
44.3,473.9,5.2,475.994474757848,0,0,107.7
71.7,469.74,5.2,475.209004123449,0,0,107.7
81.97,445.67,5.2,453.175319054337,0,0,107.7
55.14,448.09,5.2,451.499842414147,0,0,107.7
89.97,418.57,5.2,428.161751911588,0,0,107.7
68.84,398.58,5.2,404.514526315187,0,0,107.7
80.83,374.08,5.2,382.748449115081,0,0,107.7
100.24,390.35,5.2,403.048657236319,0,0,107.7
111.09,366.06,5.2,382.580647315046,0,0,107.7
89.97,347.23,5.2,358.734322026761,0,0,107.7
99.1,327.02,5.2,341.745417525971,0,0,107.7
117.37,337.86,5.2,357.703978870798,0,0,107.7
126.5,316.27,5.2,340.669932485977,0,0,107.7
147.63,328.38,5.2,360.076493678774,0,0,107.7
170.46,340.5,5.2,380.820038338321,0,0,107.7
175.03,314.89,5.2,360.303001652776,0,0,107.7
177.88,292.01,5.2,341.962241336672,0,0,107.7
201.86,297.38,5.2,359.457040548659,0,0,107.7
201.86,274.64,5.2,340.883600661575,0,0,107.7
180.74,266.52,5.2,322.066604912711,0,0,107.7
163.04,258.46,5.2,305.631564469379,0,0,107.7
184.16,243.54,5.2,305.374650552399,0,0,107.7
201.86,251.52,5.2,322.547376365085,0,0,107.7
223.56,255.84,5.2,339.794377822824,0,0,107.7
221.84,232.76,5.2,321.58551459915,0,0,107.7
203.57,227.47,5.2,305.303759885135,0,0,107.7
223.56,210.03,5.2,306.787735250287,0,0,107.7
241.82,212.76,5.2,322.134707847509,0,0,107.7
238.4,189.79,5.2,304.765227839398,0,0,107.7
258.38,192.41,5.2,322.193843051043,0,0,107.7
265.8,215.36,5.2,342.135367362101,0,0,107.7
288.64,215.4,5.2,360.190574002152,0,0,107.7
282.93,193.76,5.2,342.956793925999,0,0,107.7
305.19,191.08,5.2,360.110458748423,0,0,107.7
296.06,168.23,5.2,340.558213085516,0,0,107.7
274.94,169.39,5.2,322.97370744381,0,0,107.7
254.95,168.23,5.2,305.496113559567,0,0,107.7
247.53,148.01,5.2,288.452944169409,0,0,107.7
240.11,129.04,5.2,272.637440018791,0,0,107.7
237.26,110.27,5.2,261.684582083087,0,0,107.7
215.56,117.1,5.2,245.368220436144,0,0,107.7
220.13,135.9,5.2,258.75290703681,0,0,107.7
200.72,141.27,5.2,245.505134976847,0,0,107.7
196.15,123.69,5.2,231.95059517061,0,0,107.7
177.88,125.06,5.2,217.504799947036,0,0,107.7
180.74,143.82,5.2,231.037183154574,0,0,107.7
203.57,160.08,5.2,259.023920323973,0,0,107.7
205.29,180.44,5.2,273.367184753401,0,0,107.7
224.7,157.28,5.2,274.324859245384,0,0,107.7
268.66,145.3,5.2,305.478846403478,0,0,107.7
262.95,123.69,5.2,290.63543933939,0,0,107.7
215.56,84.68,5.2,231.654604961784,0,0,107.7
196.15,90.25,5.2,215.978992033948,0,0,107.7
194.44,71.42,5.2,207.207070342689,0,0,107.7
150.48,54.99,5.2,160.297131914454,0,0,107.7
246.39,237.05,5.2,341.947034787553,0,0,107.7
268.66,238.29,5.2,359.148102737575,0,0,107.7
296.06,240.93,5.2,381.740525095254,0,0,107.7
303.48,267.81,5.2,404.783085738522,0,0,107.7
309.76,294.81,5.2,427.657846531547,0,0,107.7
321.75,319.01,5.2,453.119722148573,0,0,107.7
329.74,344.44,5.2,476.858911209595,0,0,107.7
302.34,337.99,5.2,453.512685269111,0,0,107.7
308.62,363.48,5.2,476.85538143131,0,0,107.7
281.22,355.38,5.2,453.218129381427,0,0,107.7
259.52,371.42,5.2,453.134071550573,0,0,107.7
259.52,398.59,5.2,475.659183134311,0,0,107.7
235.54,386.28,5.2,452.458141710369,0,0,107.7
228.12,363.39,5.2,429.089811694475,0,0,107.7
226.41,336.54,5.2,405.644794986944,0,0,107.7
199.01,325.67,5.2,381.69748361759,0,0,107.7
197.87,352.66,5.2,404.41148908012,0,0,107.7
165.9,367.53,5.2,403.271807717822,0,0,107.7
159.62,394.3,5.2,425.415178854728,0,0,107.7
135.64,381.03,5.2,404.486230297151,0,0,107.7
141.35,353.92,5.2,381.138070651569,0,0,107.7
163.04,422.57,5.2,452.961904027259,0,0,107.7
187.02,413.2,5.2,453.583245281393,0,0,107.7
183.59,438.89,5.2,475.769650356136,0,0,107.7
209.85,428.16,5.2,476.849083148956,0,0,107.7
212.71,399.82,5.2,452.911267799776,0,0,107.7
235.54,413.34,5.2,475.768943080567,0,0,107.7
238.4,446.89,5.2,506.529635954304,0,0,107.7
235.54,475.24,5.2,530.433020465355,0,0,107.7
209.85,460.47,5.2,506.059960281388,0,0,107.7
205.29,490.1,5.2,531.384073999212,0,0,107.7
180.74,472.55,5.2,505.961945308143,0,0,107.7
176.17,502.12,5.2,532.15355236999,0,0,107.7
152.19,484.57,5.2,507.933973071304,0,0,107.7
144.77,510.12,5.2,530.290304738829,0,0,107.7
121.94,491.38,5.2,506.310880783734,0,0,107.7
112.8,518.28,5.2,530.43853404518,0,0,107.7
91.68,499.5,5.2,507.870566581683,0,0,107.7
80.83,526.44,5.2,532.634586278435,0,0,107.7
62.56,503.43,5.2,507.32884650885,0,0,107.7
50.58,528.97,5.2,531.408164502579,0,0,107.7
30.59,506.22,5.2,507.170066644316,0,0,107.7
15.75,531.71,5.2,531.968633097855,0,0,107.7
0.34,506.22,5.2,506.246821224588,0,0,107.7
-16.22,531.65,5.2,531.922786595949,0,0,107.7
-31.63,506.13,5.2,507.144036541888,0,0,107.7
-48.19,529.02,5.2,531.235801222018,0,0,107.7
-60.18,503.41,5.2,507.021005975098,0,0,107.7
-80.16,524.97,5.2,531.080188389663,0,0,107.7
-92.15,498.11,5.2,506.588822024332,0,0,107.7
-113.27,519.55,5.2,531.779404828732,0,0,107.7
-122.41,491.38,5.2,506.424281112192,0,0,107.7
-145.24,511.39,5.2,531.640319859207,0,0,107.7
-152.66,483.19,5.2,506.75900751738,0,0,107.7
-180.07,473.84,5.2,506.928585207029,0,0,107.7
-204.61,490.05,5.2,531.075601586064,0,0,107.7
-210.32,461.69,5.2,507.364955924234,0,0,107.7
-234.87,476.5,5.2,531.265665086687,0,0,107.7
-237.73,446.91,5.2,506.232299443645,0,0,107.7
-263.42,461.87,5.2,531.733987347057,0,0,107.7
-265.13,432.23,5.2,507.093413287927,0,0,107.7
-290.82,442.88,5.2,529.854703480114,0,0,107.7
-290.82,417.29,5.2,508.659273482751,0,0,107.7
-321.08,460.42,5.2,561.343017058198,0,0,107.7
-292.53,477.86,5.2,560.313323507482,0,0,107.7
-293.67,511.44,5.2,589.779605022079,0,0,107.7
-324.5,495.23,5.2,592.098001094413,0,0,107.7
-353.05,512.81,5.2,622.611788034888,0,0,107.7
-321.08,534.44,5.2,623.494603023956,0,0,107.7
-351.33,556.06,5.2,657.770881462535,0,0,107.7
-316.51,576.14,5.2,657.375782714879,0,0,107.7
-287.96,551.85,5.2,622.48407537864,0,0,107.7
-260.56,530.45,5.2,591.012483878302,0,0,107.7
-262.27,495.24,5.2,560.424170160424,0,0,107.7
-230.3,510.25,5.2,559.839434570306,0,0,107.7
-200.05,523.56,5.2,560.501664671926,0,0,107.7
-173.79,503.38,5.2,532.561196952989,0,0,107.7
-168.08,535.73,5.2,561.502056363109,0,0,107.7
-192.05,557.26,5.2,589.448004577164,0,0,107.7
-158.94,568.03,5.2,589.870362452632,0,0,107.7
-136.11,545.13,5.2,561.889392140482,0,0,107.7
-102.99,550.55,5.2,560.124345659069,0,0,107.7
-69.31,555.97,5.2,560.297739599224,0,0,107.7
-89.29,584.25,5.2,591.056517263789,0,0,107.7
-54.47,588.21,5.2,590.749545069651,0,0,107.7
-32.77,558.68,5.2,559.664413108427,0,0,107.7
0.34,558.59,5.2,558.614306744824,0,0,107.7
35.16,558.66,5.2,559.789479358089,0,0,107.7
68.84,556.06,5.2,560.329107935684,0,0,107.7
101.96,550.67,5.2,560.05386392739,0,0,107.7
135.64,545.13,5.2,561.77572615769,0,0,107.7
126.5,576.14,5.2,589.886929504291,0,0,107.7
159.62,568.03,5.2,590.053951177348,0,0,107.7
167.04,534.38,5.2,559.903014815959,0,0,107.7
200.72,523.6,5.2,560.778493168203,0,0,107.7
196.15,557.26,5.2,590.796555592532,0,0,107.7
229.26,545.14,5.2,591.409170710093,0,0,107.7
261.23,530.49,5.2,591.344056366512,0,0,107.7
261.23,496.61,5.2,561.150287356248,0,0,107.7
233.83,508.92,5.2,560.092023956778,0,0,107.7
262.95,463.12,5.2,532.587905326435,0,0,107.7
264.66,432.11,5.2,506.745505850817,0,0,107.7
291.49,444.33,5.2,531.434482321198,0,0,107.7
290.35,415.98,5.2,507.315999057786,0,0,107.7
314.33,397.2,5.2,506.55525749912,0,0,107.7
318.89,426.82,5.2,532.81627649688,0,0,107.7
348.01,440.15,5.2,561.13280299765,0,0,107.7
353.72,472.63,5.2,590.359208702634,0,0,107.7
321.75,460.43,5.2,561.73471265358,0,0,107.7
293.2,477.89,5.2,560.688979827498,0,0,107.7
293.2,511.35,5.2,589.467643301988,0,0,107.7
325.17,493.96,5.2,591.404303755054,0,0,107.7
353.72,512.86,5.2,623.033111479639,0,0,107.7
384.55,491.43,5.2,624.026591901339,0,0,107.7
381.12,450.94,5.2,590.44591454256,0,0,107.7
374.84,418.57,5.2,561.901157233192,0,0,107.7
344.58,406.61,5.2,533.00479219234,0,0,107.7
338.88,378.39,5.2,507.981974581776,0,0,107.7
